Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB"
31,31,13,6.285714285714286,5,5151610.50955414,7,1910828.025477707,636942.6751592356,636942.6751592356,2261783439.490446,2763694267.515924,3014649681.528662,5283439490.44586,4972611464.968153,3571974522.292993,335668789.8089172,450318471.3375796,386624203.8216561,4015923566.878981,6343949044.585987,818471337.5796179,144585987.2611465,144585987.2611465,144585987.2611465,8961783439.490446,10934394904.4586,2666878980.89172,0.0,0.0,1371974522.292994,83439490.44585986,100000000.0,1500636942.675159,0.0,0.0,3184713.375796178,183439490.4458599,212101910.8280254,133757961.7834395,254140127.3885351,282165605.0955414,222929936.3057325,4485987261.146497,4323566878.980891,4520382165.605095,1812101910.828025,2120382165.605096,2330573248.407644,3005732484.076433,2471337579.617834,2422292993.630573,2430573248.407644,1917834394.904458,1847133757.961784
32,32,12,3.363636363636364,3,1929330.242038216,11,25477.70700636942,22929.93630573248,21019.10828025477,131407006.3694267,126291082.8025478,118533121.0191083,134850955.4140127,126467515.9235669,118554140.1273885,49275796.17834394,95885987.26114649,108525477.7070064,161047770.7006369,191826751.5923567,210664968.1528662,94904.45859872612,94904.45859872612,94904.45859872612,112824203.821656,131245859.8726115,160701273.8853503,125031847.133758,129490445.8598726,66242038.21656051,125031847.133758,129490445.8598726,66242038.21656051,28128025.47770701,17427388.53503185,66373248.40764331,29914649.68152866,40130573.24840764,35902547.77070063,58042675.15923566,57557961.78343949,102275796.178344,364720382.1656051,411329936.3057325,422970063.6942675,271677070.0636942,302008280.2547771,317154140.1273885,13804458.59872611,25482802.5477707,36421019.10828026,33908280.25477707,52262420.3821656,51735031.84713376
33,33,4,3.666666666666667,0,0.0,3,0.0,0.0,0.0,63837579.61783439,81124203.82165605,83270700.63694267,65042038.21656051,82270063.69426751,84214649.68152866,19019745.22292994,21377070.06369427,22495541.40127388,88543949.04458599,83435031.84713376,90486624.20382166,65605.09554140127,65605.09554140127,65605.09554140127,121629299.3630573,133695541.4012739,140836305.7324841,0.0,0.0,0.0,3852866.242038216,3805095.541401274,4342038.216560509,0.0,0.0,0.0,24043949.04458599,23787261.14649681,25432484.07643312,28105095.54140127,28205095.54140127,29522929.93630573,259646496.8152866,280989171.9745223,300268152.8662421,247482802.5477707,262739490.4458598,287241401.2738853,11484076.43312102,15772611.46496815,9266878.98089172,11489171.97452229,16946496.81528663,11635031.84713376
34,34,0,0.0,0,0.0,0,1101910.828025478,917197.4522292992,733121.0191082802,414475796.178344,739819108.2802547,772554777.0700637,745466242.0382165,814654140.1273885,906138853.5031848,755429936.3057325,680920382.1656051,566789171.9745222,1584300636.942675,1219351592.356688,1002589171.974522,71337579.61783439,71337579.61783439,71337579.61783439,550865605.0955414,250205732.4840764,84305095.54140127,364331210.1910828,122292993.6305732,805995541.4012738,429573248.4076433,177884076.433121,960260509.55414,691162420.3821656,872735668.7898089,198194267.5159236,622694267.5159235,545991719.7452229,494584713.3757961,1349328025.477707,1605915923.566879,864162420.3821656,1507157324.840764,1506073885.350318,1243119745.22293,995767515.9235668,1040878980.89172,811074522.2929935,12990445.85987261,-26285987.2611465,4919108.280254777,226645859.8726114,165853503.1847134,105040127.388535
35,35,0,0.0,0,0.0,0,257961.7834394904,287898.0891719745,266878.9808917197,61477070.06369427,81432484.07643312,133821019.1082803,64005732.48407643,84138853.5031847,136061146.4968153,109164968.1528662,110417834.3949044,116154777.0700637,276417197.4522293,313554777.0700637,337389808.9171975,5814012.738853503,5814012.738853503,5814012.738853503,165592993.6305732,196438853.5031847,191506369.4267516,0.0,0.0,10391719.74522293,2580254.777070064,2503821.656050955,12759235.66878981,22292.99363057325,93761146.49681528,160496178.343949,165515286.6242038,97078343.9490446,99578343.9490446,172249681.5286624,198750955.4140128,269185350.3184713,856977070.0636942,784929299.3630573,572850318.4713376,548413375.7961783,470117834.3949044,380916560.5095541,174592356.6878981,168076433.1210191,27529299.36305732,184353503.1847134,176287898.089172,38330573.24840764
36,36,2,2.0,0,0.0,2,33757.96178343949,14012.73885350318,0.0,207792993.6305732,185892993.6305732,177277707.0063694,217521656.0509554,198125477.7070064,194470063.6942675,124654140.1273885,276109554.1401274,345628025.477707,488967515.9235669,643140127.388535,726435031.8471338,210914649.6815286,210914649.6815286,210914649.6815286,603803821.6560509,592454777.0700637,676368789.8089172,0.0,0.0,0.0,3722292.993630573,3741401.27388535,4683439.49044586,0.0,0.0,0.0,91249044.58598724,235804458.5987261,218855414.0127389,98963057.32484075,245069426.7515924,239852866.2420382,1104334394.904458,844264968.1528662,1731048407.643312,876214649.6815286,631733121.0191083,1264974522.292994,164399363.0573248,156776433.1210191,407100000.0,188035668.7898089,167850318.4713376,421073885.3503184
37,37,10,5.0,2,2718887.452229299,5,563057.3248407643,494267.5159235669,1183439.490445859,547803821.6560509,514936305.732484,567238853.5031847,970394904.4585989,871955414.0127388,1273902547.770701,3708980254.77707,5346647133.757961,4359543312.101911,8988307006.369427,8550336942.675159,7404414012.738853,181110828.0254777,181110828.0254777,181110828.0254777,-1051796178.343949,-703364331.210191,-1715302547.7707,4791339490.44586,1774678980.89172,0.0,4797847133.757961,1794775796.178344,8542038.216560509,1405561146.496815,4544663694.267516,6888977707.00637,4639208280.254777,3647255414.012738,3201789171.974522,6212650955.414013,8330880891.719745,10385077070.06369,7008592356.687898,7920527388.535031,4592464968.152866,4926608280.254777,5830250955.414013,4423442038.21656,348959235.6687898,545788535.0318471,-1253825477.707006,1437040764.33121,1482759235.66879,-390266242.0382165
38,38,0,0.0,0,0.0,0,1845222.929936306,53279617.8343949,42309554.14012738,439101910.8280255,727347770.7006369,809235031.8471338,466757961.7834395,868664968.1528662,851544585.987261,63111464.96815287,132597452.2292994,196931847.1337579,400163057.3248407,362898089.1719745,550431210.1910828,1603184.713375796,1603184.713375796,1603184.713375796,141400000.0,233265605.0955414,362733121.0191083,261707643.3121019,395384713.3757961,455742038.2165605,438761783.4394904,589096815.2866242,701892356.687898,0.0,0.0,0.0,284277070.0636942,403737579.6178344,333090445.8598726,286759235.6687898,409200636.9426751,337350318.4713376,834167515.9235668,1048424203.821656,1735392993.630573,732800636.9426751,843056687.8980892,1397642038.21656,24929936.30573248,102226114.6496815,159319745.2229299,33775796.17834394,98592356.68789808,196627388.5350318
39,39,14,4.377777777777778,17,29908212.52866243,45,0.0,0.0,0.0,233785987.2611465,214750955.4140128,201549044.5859872,523770063.6942675,390543949.0445859,328745859.8726115,632858598.7261146,640215286.6242038,894791082.8025477,1286235668.789809,1417732484.076433,1655166242.038217,78343.94904458598,78343.94904458598,78343.94904458598,1127757324.840764,1187474522.292994,1231848407.643312,0.0,0.0,0.0,0.0,0.0,0.0,251014012.7388535,180916560.5095541,212945859.8726114,429924840.7643312,438771337.5796178,537380254.77707,682248407.6433121,620801910.8280255,752063694.2675159,1561104458.598726,1590882802.547771,1937238216.560509,1410242675.159236,1457558598.726115,1790134394.904458,83612101.91082802,88012101.91082802,73278980.89171974,120779617.8343949,96171337.57961784,105588535.0318471
40,40,3,1.666666666666667,0,0.0,3,0.0,0.0,0.0,20459872.61146497,26040764.33121019,25010828.02547771,35285987.26114649,40866878.98089172,39675159.23566879,156102547.7707006,166480254.77707,229860509.5541401,591693630.5732484,634414012.7388535,653073248.4076433,6412101.910828025,6412101.910828025,6412101.910828025,575331210.1910828,603563057.3248408,603432484.0764331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51648407.6433121,71717834.39490445,89315923.56687897,51648407.6433121,71717834.39490445,89315923.56687897,476791719.7452229,460639490.4458599,462073885.3503184,402058598.7261146,405284713.3757961,438868152.866242,60119108.28025477,38690445.85987261,3199363.057324841,59709554.14012738,44077707.00636943,10452866.24203822
41,41,0,0.0,0,0.0,0,17197.45222929936,34394.90445859872,26751.5923566879,890724840.7643312,785362420.3821656,706541401.2738854,1636788535.031847,1694073248.407643,2048184076.433121,1745473248.407643,2035261783.43949,1768926751.592357,2822086624.203822,3452762420.382165,3652968789.808917,2547914649.681529,2547914649.681529,2547914649.681529,433571974.522293,318883439.4904459,411392356.6878981,0.0,0.0,249331210.1910828,96207643.3121019,109541401.2738853,404966242.0382165,2546796815.286624,2372210828.025477,2241767515.923567,1269245222.929936,2126847770.700637,2401608280.254777,3929095541.401274,4718410828.025477,4884794267.515924,2365236305.732484,3277288535.031847,3686218471.337579,2273810828.025477,2442061146.496815,3046038216.560509,-509769426.7515923,-119786624.2038216,122052866.2420382,-209325477.7070064,412697452.2292994,228702547.7707006
42,42,28,15.1,10,11429011.59235669,10,0.0,0.0,0.0,546687898.089172,531795541.4012738,645688535.0318471,852424840.7643312,730254140.1273885,1143818471.337579,2810409554.140127,3012733121.019108,3463347770.700637,3687675159.235669,5013574522.292994,7738633757.961783,24126114.64968153,24126114.64968153,24126114.64968153,575905095.5414013,604793630.5732484,1073949681.528662,968381528.6624204,605095541.4012738,1676690445.859873,983644585.987261,1189780254.77707,2144213375.796178,538030573.2484076,583677707.0063694,781327388.5350318,2025412738.853503,3267068152.866242,4398259872.611465,2980550318.471337,3949254777.070064,5664289171.974522,6440430573.248407,5880450318.471337,8191542038.21656,5456992993.630573,5241389808.917197,7085122929.936305,514490445.8598726,38445859.87261146,410811464.9681528,538445859.8726114,191517834.3949045,736526751.5923567
43,43,0,0.0,0,0.0,0,299152866.2420382,435423566.8789809,377184076.433121,7600384076.433121,7373111464.968153,7251343949.044585,27462939490.44585,22736859872.61147,23246486624.20382,20109356687.89809,22545386624.20382,27046891082.80255,66982737579.61783,79726140764.3312,82413354777.07005,55470700.63694267,55470700.63694267,190990445.8598726,16844750318.47134,10571535668.78981,-3528933121.019108,28212041401.27388,36275928662.42038,30246073248.40764,28740900000.0,37951504458.59872,35876050955.41401,11220373885.35032,5858912101.910828,4697363057.324841,34000435668.78981,45121906369.42675,49409639490.44585,48860026751.59235,53939960509.55414,73312723566.87898,30649730573.24841,33873952866.24204,16701285987.26115,25368120382.1656,30635387261.1465,37440671974.52229,-4359633121.019108,-7274132484.076433,-38650166242.03822,2601010828.025477,-376088535.0318471,-25208489171.97452
44,44,126,108.8,5,3139045.605095541,5,0.0,0.0,0.0,42324840.76433121,42293630.57324841,49234394.9044586,42324840.76433121,42293630.57324841,49234394.9044586,13012738.85350318,16238216.56050955,23938853.50318472,67175159.2356688,76227388.53503184,94215286.62420382,21719745.22292994,21719745.22292994,21719745.22292994,68147770.70063694,85316560.50955413,107228025.477707,26448407.6433121,12287898.08917197,24466242.03821656,26448407.6433121,12287898.08917197,24466242.03821656,9408917.197452229,8066878.980891719,2561146.496815287,2651592.356687898,12849681.52866242,620382.1656050956,14903821.65605095,20916560.50955414,11755414.01273885,306390445.8598726,239556050.955414,266898089.1719745,228859872.6114649,165507006.3694268,187718471.3375796,53033757.96178344,44084076.43312102,51141401.27388535,56814649.68152866,47836305.73248407,54531210.1910828
45,45,20,10.16666666666667,4,1127747.98089172,6,215860509.5541401,98369426.75159235,351628025.477707,43892212101.91083,69216270700.63693,80363397452.2293,59975713375.79617,77136457961.78343,84913705095.5414,4777107006.369427,4987873885.350318,3169609554.140127,8165043949.044585,20812327388.53503,12932222292.99363,50212101.91082802,50212101.91082802,91842675.15923569,27869256050.95541,29017803184.71337,80305182802.54776,34854773885.35032,10007145222.92994,12179130573.24841,35652482165.60509,11190498726.11465,13387908280.25478,8361146.496815287,13958598.72611465,17608917.19745223,3828038853.503185,57248783439.49044,3710361146.496815,4619019108.280254,57740483439.49044,4152836305.732484,18413984713.3758,16177416560.50955,17855691082.80255,12682926751.59236,12865523566.87898,14858356050.95541,5248730573.248407,2531910828.025477,1749012738.853503,4641843312.101911,2306589171.974522,1988546496.815286
46,46,58,58.0,1,535666.6687898089,1,15496178.34394904,11319108.28025478,6664331.210191082,11804492993.63057,11351808917.19745,13274640764.33121,13314503821.65605,12898835031.84713,14488642038.21656,947045222.9299364,752859872.611465,1377420382.165605,2046693630.573248,1882828662.420382,3702656050.955414,2232484.076433121,2232484.076433121,2232484.076433121,6524147770.700637,9128691719.745222,12094878980.89172,0.0,0.0,0.0,3431885987.261147,3181551592.356688,3633145222.929936,3083156687.898089,172611.4649681529,49681.52866242038,1773618471.337579,1915357324.840764,2011210191.082802,5405163694.267516,2471420382.165605,2463273885.350318,16574575796.17834,18037127388.53503,18698442038.21656,12273561146.49682,12250995541.40127,12039738216.56051,-3834642675.159236,2937252866.242038,5003676433.121019,2329847770.700637,4211202547.770701,5249129936.305733
47,47,4,1.9375,0,0.0,16,0.0,0.0,0.0,683301273.8853503,734204458.598726,721459235.6687897,707067515.9235668,752005732.4840764,740129299.3630573,239167515.9235669,507617834.3949044,510652866.2420382,1009707643.312102,1248374522.292994,1410157961.783439,9568789.808917196,9568789.808917196,9568789.808917196,1430441401.273885,1731665605.095541,1877921019.10828,0.0,0.0,0.0,18645222.9299363,15025477.70700637,15266878.98089172,0.0,0.0,0.0,230489171.9745223,220750955.4140128,219740127.3885351,267688535.0318471,253689171.9745223,257099363.0573248,1373000636.942675,1791202547.7707,1764127388.535032,939030573.2484076,1106257961.783439,1197884713.375796,127055414.0127388,375817197.4522293,265012101.910828,149198726.1146497,382214649.6815286,273391719.7452229
48,48,14,4.636363636363637,4,2341400.25477707,11,0.0,0.0,0.0,561600636.9426751,813531210.1910827,753043949.044586,682524203.821656,920415286.6242038,1189652866.242038,3565612101.910828,3477757961.783439,5710339490.44586,4778978980.89172,4817162420.382165,8972550955.414013,624840.7643312102,624840.7643312102,624840.7643312102,1524595541.401273,1547777070.063694,1532891719.745223,0.0,0.0,2385401910.828025,43066242.03821656,40570700.63694268,2781398089.171974,957884076.433121,930119745.22293,1394196815.286624,2899596815.286624,3181334394.904459,4393400000.0,3893841401.273885,4149229936.305732,5847914012.738853,3633331210.191082,4362193630.573248,4407676433.121019,2938643312.101911,3257802547.7707,3698812738.853503,46003821.65605095,45151592.3566879,83165605.0955414,131182165.6050955,404818471.3375796,201142038.2165605
49,49,0,0.0,0,0.0,0,0.0,0.0,0.0,1305772611.464968,1408884713.375796,1572635668.789809,2469559235.66879,2611089808.917197,2281171974.522293,3329694267.515924,3492317197.452229,3208249681.528662,8167280891.719745,8519807643.312101,8476497452.229299,55203821.65605095,55203821.65605095,55203821.65605095,4167362420.382165,4278464331.210191,4444026114.649681,968485987.2611464,1464968152.866242,713375796.1783439,1355433121.019108,1788605095.541401,920266242.0382164,1747229299.363057,1243713375.796178,2063694267.515924,3127336305.732484,3486742675.159235,2807107006.369427,5114044585.987261,5063828025.477707,5393377070.063694,9893117834.394903,14083424840.76433,13656620382.1656,8380550955.414012,12128256050.95541,11762454140.12739,390436942.6751592,346446496.8152866,605138853.5031847,1010210828.025478,1443660509.55414,1270058598.726115
50,50,5,3.5,0,0.0,6,43949.04458598726,32484.07643312102,21656.05095541401,136063694.2675159,174301273.8853503,172356687.8980892,159138853.5031847,196035031.8471338,183100000.0,146695541.4012739,154388535.0318471,202286624.2038217,276012101.910828,313385350.3184713,328432484.0764331,42985350.31847133,42985350.31847133,42985350.31847133,216726751.5923567,216778343.9490446,202682802.5477707,25405732.48407644,89167515.92356688,123964968.1528662,36776433.12101911,103945222.9299363,137820382.1656051,92444585.98726116,98006369.42675158,64821656.05095541,79794267.51592356,79150955.41401273,94717197.45222928,181647770.7006369,188696815.2866242,171029299.3630573,755302547.7707006,763031210.1910827,768952229.299363,599232484.0764331,613130573.2484076,632285350.3184713,10901910.82802548,2203184.713375796,-15263694.26751592,6855414.012738854,29638216.56050955,14001273.88535032
