Unnamed: 0,Наименование ДП,"Макс. ПДЗ за 2019 год, дней","Сред. ПДЗ за 2019 год, дней","Кол-во просрочек свыше 5-ти дней за 2019 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2019 год, руб.","Кол-во раз ПДЗ за 2019 год, шт.","Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","Оценка потенциала контрагента 1, руб.","Оценка потенциала контрагента 2, руб.",Статус,"2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2020, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2020, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2020, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2020, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2020, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2020, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2020, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2020, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2020, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2020, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2020, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2020, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2020, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2020, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2020, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB","2020, Прибыль (убыток) от продажи, RUB",Факт. 20,Факт. 21,Факт.32,Факт.31,Факт.23,Факт 24,Факт 27,Факт 33,Факт 28,Факт 29,Факт 30,Факт 40,Факт 41,Факт 42,Факт 46,Факт 48,Факт 49,Факт 50,Факт 51,Факт 54,Факт 55,Факт 56,Факт 57,Факт 58,Факт 59,Факт 60,Факт 37,Факт 39,Факт 1,Факт 2,Факт 3,Факт 7,Факт 12,Факт 14,Факт 15,Факт 16,Итого,ПДЗ 1-30,ПДЗ 31-90,ПДЗ 91-365,ПДЗ более 365
103,168,0,0.0,0,0.0,0,9,4.333333333333333,3,1003668.248407643,6,9554140.127388537,9554140.127388537,Действующая,0.0,0.0,0.0,0.0,0.0,28130573.24840764,9647133.757961784,5770063.694267516,3538216.560509554,2254140.127388535,28536305.73248408,48416560.50955414,58239490.44585987,48705095.54140127,67756050.95541401,88433121.01910828,95841401.27388534,99580254.77707006,118193630.5732484,92592356.68789808,421107006.3694267,397976433.1210191,390390445.8598726,428161146.4968153,395283439.4904459,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,138860509.5541401,148006369.4267516,150905732.4840764,154403184.7133758,161278343.9490446,133121019.1082803,100636942.6751592,110383439.4904459,93579617.8343949,140908917.1974522,133121019.1082803,100636942.6751592,110383439.4904459,93579617.8343949,140908917.1974522,0.0,0.0,0.0,0.0,0.0,177661783.4394904,197749681.5286624,187340764.3312102,228882802.5477707,160851592.3566879,177661783.4394904,197749681.5286624,187340764.3312102,228882802.5477707,160851592.3566879,862703821.6560509,917856687.8980892,780234394.9044585,1025305732.484076,974611464.9681528,753450955.4140127,831877070.0636942,707174522.2929935,948043312.1019108,901366878.9808916,13867515.92356688,11051592.3566879,4557324.840764331,4352866.242038216,9110828.025477707,47832484.07643312,32652866.24203822,16629936.30573248,31547133.75796178,28042038.21656051,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,5.0,,,,,,,,,,,,15.0,0,0,0,0
104,169,0,0.0,0,0.0,0,0,0.0,0,0.0,0,4777070.063694268,4777070.063694268,Действующая,0.0,0.0,0.0,125702547.7707006,112112738.8535032,311109554.1401274,284458598.7261146,278475796.178344,280568152.8662421,258017197.4522293,822019745.22293,833368152.866242,878249681.5286624,825298726.1146497,775074522.2929935,78549044.58598725,120359235.6687898,396387261.1464968,305359872.611465,666125477.7070063,718792993.6305733,661208917.1974522,767511464.9681529,583315923.5668789,810291719.7452229,90010191.08280255,90010191.08280255,90010191.08280255,90010191.08280255,90010191.08280255,397778980.8917198,548829299.3630573,807059235.6687897,796517834.3949044,697445222.9299363,611655414.0127388,640149044.5859872,254269426.7515923,76568152.86624204,291082802.5477707,633602547.7707006,671966242.0382166,298682165.6050955,98549681.5286624,313064331.2101911,23585350.31847133,10496178.34394904,19321656.05095541,243107643.3121019,167054140.1273885,478782165.6050955,254176433.1210191,509043312.1019108,257504458.5987261,396687261.1464968,509431210.1910828,273781528.6624204,540019745.22293,513547133.7579618,574856687.8980892,585508280.2547771,860374522.2929935,909108280.2547772,1358849681.528662,1226954777.070064,337376433.1210191,670560509.5541401,747929299.3630573,992389171.9745222,886149044.5859872,37351592.3566879,105473248.4076433,283801273.8853503,177159872.6114649,210822929.9363057,96339490.44585986,-38538853.50318471,-1467515.923566879,272480254.77707,237974522.2929936,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,0,0,0
105,170,0,0.0,0,0.0,0,1,1.0,0,0.0,5,3715286.624203822,3715286.624203822,Действующая,0.0,0.0,0.0,0.0,0.0,2151592.356687898,1574522.292993631,849681.5286624203,478980.8917197452,3511464.968152866,2151592.356687898,1574522.292993631,849681.5286624203,478980.8917197452,3511464.968152866,1967515.923566879,3184713.375796178,2553503.184713376,5158598.726114649,4832484.076433121,17399363.05732484,25222929.93630573,30147133.75796178,33782802.5477707,34565605.0955414,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,3473248.407643312,7529299.363057325,11910828.02547771,7574522.29299363,9781528.66242038,0.0,0.0,0.0,5503821.656050955,0.0,0.0,0.0,0.0,5503821.656050955,0.0,14766878.98089172,16838853.50318471,18140127.38853503,18223566.87898089,22631210.1910828,1310828.025477707,2429299.363057325,945859.8726114648,2959872.611464968,5664331.210191082,16077707.00636943,19268152.86624204,19085987.2611465,21183439.49044586,28295541.40127388,57695541.40127388,78008280.25477707,98430573.24840765,93906369.42675158,148376433.1210191,46041401.27388535,71221019.10828026,91516560.50955412,89789171.9745223,141590445.8598726,1744585.987261147,5070063.694267516,5475796.178343949,1672611.464968153,2759235.668789809,1829936.305732484,6423566.878980892,6197452.229299363,3219745.222929936,5322929.936305732,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
106,171,5,4.0,0,0.0,2,0,0.0,0,0.0,0,3184713.375796178,3184713.375796178,Действующая,0.0,0.0,0.0,0.0,0.0,214656687.8980892,247411464.9681529,215778343.9490446,246229299.3630573,227410828.0254777,217583439.4904459,253129299.3630573,224780891.7197452,251594267.5159236,249435031.8471338,83349044.58598725,73811464.96815287,92313375.79617834,99682165.60509554,93058598.72611465,199636942.6751592,183685350.3184713,192010828.0254777,217491082.8025478,247940127.388535,77070.06369426752,77070.06369426752,77070.06369426752,77070.06369426752,77070.06369426752,309031847.1337579,324408917.1974522,313091719.7452229,328917197.4522293,358298089.1719745,0.0,0.0,0.0,0.0,0.0,43427388.53503185,47305095.54140127,34543312.10191083,47066878.98089172,39895541.40127388,0.0,0.0,0.0,0.0,0.0,58696815.2866242,55871337.57961784,61122929.93630573,80635031.84713376,86533757.96178344,64761146.49681529,65100636.94267516,69156687.89808917,93101910.82802548,99181528.66242038,497453503.1847134,493716560.5095541,554745859.8726114,759925477.7070063,780948407.6433121,469677707.0063694,446066878.9808917,538027388.5350318,695694904.4585987,687334394.9044585,22859235.66878981,39772611.46496815,9498726.11464968,51432484.07643312,84295541.40127388,24396178.34394904,42789171.97452229,10066878.98089172,54765605.0955414,85098726.11464968,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,10.0,0,0,0,0
107,172,69,11.67123287671233,23,3972747.03821656,73,14,2.78804347826087,10,7323545.936305731,184,19108280.25477707,70063694.26751593,Действующая,0.0,0.0,0.0,0.0,0.0,9887898.089171974,8817197.452229299,7854140.127388535,7012738.853503184,1590445.859872611,9887898.089171974,8817197.452229299,7854140.127388535,7012738.853503184,1590445.859872611,4702547.770700636,10485350.31847134,11542038.21656051,22629299.36305732,37855414.01273885,6940764.33121019,13926751.59235669,22051592.3566879,34358598.72611465,66722292.99363057,0.0,0.0,0.0,0.0,6369.426751592357,755414.0127388535,446496.8152866242,-247770.7006369427,583439.4904458598,1191082.802547771,5685987.261146497,0.0,0.0,0.0,36147770.70063694,5685987.261146497,0.0,0.0,0.0,36147770.70063694,739490.4458598726,6107006.369426752,1551592.356687898,8352229.299363057,7456687.898089171,9647133.757961784,16190445.85987261,28601273.88535032,32435668.78980891,23516560.50955414,10386624.20382166,22297452.22929936,30152866.24203822,40787898.08917198,30973885.35031847,116786624.2038216,162401910.8280255,193556687.8980892,204758598.7261146,205699363.0573248,116403821.656051,161133121.0191083,191826114.6496815,202147133.7579618,197475159.2356688,275159.2356687898,363694.2675159235,-716560.5095541402,1205732.484076433,661146.4968152866,382802.5477707007,1268789.808917197,1730573.248407643,2611464.968152866,4181528.662420382,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
108,173,786,58.35714285714285,3,10858471.33757962,14,0,0.0,0,0.0,0,0.0,0.0,Действующая,0.0,989171.974522293,1817197.452229299,80212101.91082802,368902547.7707006,1699270063.694268,1973836942.675159,2032882802.547771,2188124203.821656,2434070700.636942,1737753503.184713,2020993630.573248,2048734394.904459,2314445222.929936,2905445222.929936,1389249044.585987,1261880254.77707,1269530573.248408,2720884076.433121,3389873885.350318,3365589808.917197,2523562420.382165,2415645222.929936,4443654140.127388,7438244585.987261,346462420.3821656,346462420.3821656,346462420.3821656,346462420.3821656,346462420.3821656,3548357324.840764,3382924840.764331,3301749681.528662,3509394267.515924,3686563694.267516,0.0,0.0,0.0,1445535668.789809,1941382165.605095,54342675.15923566,79839490.44585986,38105732.48407643,1463978343.949044,1993541401.273885,0.0,0.0,0.0,0.0,0.0,1297690445.859873,848566242.0382165,934545859.8726114,1438227388.535032,4096894904.458599,1500643312.101911,1081791719.745223,1124524203.821656,1784726751.592357,4663584713.375796,10053335031.84713,11464952229.29936,9307220382.165606,14203725477.70701,18005266242.03822,8617337579.617834,10501568789.80892,8340466242.038217,12973533121.01911,16796975159.23567,551004458.598726,348000636.9426752,255459872.6114649,468751592.3566879,243887898.089172,613313375.7961783,351657961.7834395,352805095.5414013,539982165.6050955,418512101.910828,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,100.0,,,105.0,0,0,0,1
109,176,2,1.2,0,0.0,5,0,0.0,0,0.0,0,19108280.25477707,6369426.751592357,Действующая,0.0,0.0,0.0,0.0,0.0,17688535.03184713,22058598.72611465,23975159.23566879,18467515.92356688,12452229.29936306,118970700.6369427,119611464.9681529,117838853.5031847,108593630.5732484,99133121.01910828,87626114.64968152,104590445.8598726,96370063.69426753,91917197.45222928,80393630.5732484,121503821.656051,117536305.7324841,125658598.7261146,140487261.1464968,153112101.910828,44598726.11464968,44598726.11464968,44598726.11464968,44598726.11464968,44598726.11464968,220762420.3821656,225781528.6624204,231849044.5859872,232201273.8853503,221326751.5923567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637579.6178343949,489808.9171974522,341401.2738853503,2983439.49044586,3231210.191082803,3025477.707006369,1657961.78343949,0.0,16639490.44585987,8027388.535031847,7832484.07643312,14496178.34394904,30200636.94267516,19711464.96815287,11366242.03821656,11010828.02547771,16389808.91719745,30577070.06369426,627733757.9617834,445119745.2229299,424675796.178344,400507643.3121019,405014649.6815286,581840127.388535,401568152.8662421,383463057.3248407,360881528.6624204,369524203.821656,11182802.5477707,6320382.165605095,8455414.012738854,1364331.210191083,3724840.76433121,15380254.77707006,9307643.31210191,13149681.52866242,8654140.127388535,4081528.662420382,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
110,177,0,0.0,0,0.0,0,16,2.789473684210526,6,3222944.095541401,38,31847133.75796178,31847133.75796178,Действующая,0.0,0.0,0.0,0.0,0.0,41667515.92356688,39529299.36305732,35392993.63057325,33542675.15923567,32847133.75796178,41732484.07643312,39561783.43949044,35432484.07643312,33661146.49681529,33705095.54140127,76726114.64968152,54885350.31847133,58531847.13375796,70294267.51592356,97618471.3375796,308475159.2356688,181857324.8407643,273717197.4522293,269514012.7388535,273190445.8598726,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,120504458.5987261,611464.9681528662,9140127.388535032,33842675.15923567,80178980.89171974,0.0,0.0,0.0,0.0,0.0,596815.2866242038,0.0,18471.33757961783,0.0,0.0,68091719.74522293,62538216.56050956,81445222.9299363,87428662.42038216,4475159.23566879,160037579.6178344,156694904.4585987,209177707.0063694,172665605.0955414,205984076.433121,229107006.3694268,220807643.3121019,299991082.8025478,269332484.0764331,226716560.5095541,965502547.7707006,1018424840.764331,1305482165.605095,1552790445.859873,1756769426.751592,858983439.4904459,891030573.2484076,1057033757.961783,1278377070.063694,1441649681.528662,20270063.69426752,20776433.12101911,51331210.1910828,35489808.91719745,16126114.64968153,24028025.47770701,34182802.5477707,49133121.01910828,33613375.79617834,33868152.86624204,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,10.0,0,0,0,0
111,179,57,16.22222222222222,16,8863728.222929936,27,5,2.571428571428572,0,0.0,14,25159235.66878981,25159235.66878981,Действующая,265605.0955414012,0.0,208917.1974522293,124840.7643312102,78343.94904458598,31552229.29936305,0.0,20145222.9299363,50007643.31210191,53663694.26751592,31818471.33757962,0.0,20379617.8343949,50147133.75796178,53842675.15923566,15139490.44585987,0.0,73182802.5477707,40444585.98726115,64371337.57961783,134726114.6496815,0.0,150236942.6751592,123899363.0573248,154853503.1847134,6369.426751592357,0.0,6369.426751592357,6369.426751592357,6369.426751592357,44675796.17834394,0.0,55101273.88535032,65829299.36305732,89456687.89808917,58741401.27388535,0.0,31608280.25477707,0.0,0.0,58859235.6687898,0.0,31772611.46496815,138216.5605095541,475796.178343949,8843949.044585986,0.0,39090445.85987261,61650955.41401274,80668789.8089172,54157324.84076433,0.0,44482802.5477707,46242038.21656051,36220382.16560509,63010191.08280254,0.0,83742675.15923567,108078980.8917197,118763057.3248408,270545859.8726115,0.0,314382165.6050955,315212101.910828,396678343.9490446,239640764.3312102,0.0,286046496.8152866,274201910.8280255,314685350.3184713,17106369.42675159,0.0,9150955.414012738,13952866.24203822,46523566.87898089,23319108.28025478,0.0,16466242.03821656,27008917.19745223,58881528.66242038,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,0,0,0,0
112,183,0,0.0,0,0.0,0,6,6.0,1,493629.3694267516,1,1910828.025477707,1929936.305732484,Действующая,0.0,0.0,0.0,0.0,0.0,64202547.77070063,81135031.84713376,73191719.74522293,89162420.3821656,116537579.6178344,64522292.99363057,81871337.57961783,74201273.88535032,90255414.01273884,118855414.0127389,85200636.94267516,90819108.28025477,165893630.5732484,110175159.2356688,279858598.7261146,143401910.8280255,179078980.8917197,321446496.8152866,264052229.299363,1032780891.719745,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,74389171.9745223,77230573.24840765,90848407.6433121,95905095.54140128,159249681.5286624,30658598.72611465,19071974.52229299,124125477.7070064,125944585.9872611,113810828.0254777,31179617.8343949,20445859.87261146,125808280.2547771,127782802.5477707,123580891.7197452,21226114.64968153,50955414.01273885,20523566.87898089,15993630.57324841,5305095.541401274,80649681.52866241,110373248.4076433,157135031.8471338,113014649.6815287,857495541.4012738,102355414.0127389,163273885.3503185,178991082.8025478,130619745.2229299,868805732.4840764,393449681.5286624,417733757.9617834,555406369.4267516,616703821.6560509,1842688535.031847,332598726.1146497,359232484.0764331,461133757.9617834,521737579.6178344,1491937579.617834,2235031.847133758,3851592.356687898,17417197.4522293,7160509.554140127,79383439.49044585,18703821.65605095,12633757.96178344,46545222.9299363,41352229.29936305,188306369.4267516,,,,,,,,,,,30.0,,,,,,5.0,,,5.0,,,,,5.0,,,,,,,,,100.0,,,145.0,0,0,0,0
113,184,35,9.075,44,27572105.35668789,80,9,2.348837209302326,6,4653571.4522293,86,62101910.82802548,76433121.01910828,Действующая,175159.2356687898,146496.8152866242,131210.1910828025,612101.9108280254,615286.6242038216,32071974.52229299,29361146.49681529,29036942.67515923,28132484.07643312,35964968.15286624,32870063.69426752,30591082.80254777,29962420.3821656,33052866.24203822,38412101.91082802,51121656.05095541,47991719.74522293,13196178.34394904,22921656.05095541,23063694.26751592,167201910.8280255,144091082.8025478,111899363.0573248,137487898.089172,131478980.8917197,3055414.012738853,3055414.012738853,3055414.012738853,3055414.012738853,3055414.012738853,22782165.60509554,26785987.2611465,27399363.05732484,23027388.53503185,25300000.0,18811464.96815287,0.0,29958598.72611465,63676433.1210191,63692356.68789808,21892356.68789809,868152.8662420382,31663694.26751592,67273885.35031846,70996815.28662421,15929299.36305732,15983439.49044586,10263057.32484076,7006369.426751592,0.0,136576433.1210191,127612101.910828,68528025.477707,69150955.41401273,71547770.70063694,155397452.2292994,147028025.477707,82798726.11464968,80239490.44585986,73593630.5732484,754367515.9235668,855096815.2866242,930647133.7579618,881866878.9808917,945789808.9171976,643410191.0828025,727667515.9235668,802510828.0254776,725517834.3949044,801338853.5031847,3956050.955414013,5280254.777070063,6489171.974522293,6192356.687898089,6961146.496815287,11980254.77707006,17256687.89808917,16861146.49681529,20459235.66878981,21603821.65605095,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,,15.0,0,0,0,0
114,185,8,1.944444444444444,2,546157.2929936305,18,265,95.0,3,157146.5668789809,3,16135031.84713376,16135031.84713376,Действующая,7751592.356687898,14898726.11464968,4429299.363057325,2177070.063694268,13077070.06369427,924368789.8089172,881819108.2802547,205780254.77707,181901273.8853503,163442675.1592357,2265617197.452229,1031861146.496815,1594192993.630573,1608364968.152866,1757205732.484076,630419745.22293,1571598726.11465,598284076.433121,511028662.4203821,481931210.1910828,870501910.8280255,1747526114.649682,1568561783.43949,1158561146.496815,902252866.242038,396496815.2866242,396496815.2866242,396496815.2866242,396496815.2866242,396496815.2866242,565501910.8280255,91885987.26114649,-460908917.1974522,-11085350.31847134,301654777.0700637,1312101910.828025,1736242038.21656,2669235668.789809,2454140127.388535,0.0,1312129936.305732,1736266878.980892,2669257961.783439,2454159235.66879,16560.50955414013,99930573.24840765,128250955.4140127,179473248.4076433,50492993.63057324,2070756687.898089,1107342675.159236,750772611.4649681,745108917.1974522,241039490.4458598,247537579.6178344,1258487261.146497,951234394.9044584,954405732.4840764,323851592.3566879,2357787261.146497,1502903821.656051,1593649681.528662,1317033757.961783,948272611.464968,1016294267.515924,1099982802.547771,1322937579.617834,1009382802.547771,598456050.9554139,600940764.3312101,254919108.2802548,-475587898.0891719,-903836942.6751592,474052866.2420382,359343949.044586,94611464.96815288,-17995541.40127388,18198726.11464968,48812738.85350318,157082165.6050955,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,0,0,1,1
115,186,17,3.714285714285714,7,131104.0828025478,42,9,2.673076923076923,13,1051275.331210191,104,100318471.3375796,4777070.063694268,Действующая,0.0,0.0,0.0,0.0,0.0,85350.31847133758,4354777.070063694,3089171.974522293,1852229.299363057,617197.4522292993,85350.31847133758,4354777.070063694,3089171.974522293,1852229.299363057,617197.4522292993,189473248.4076433,156678343.9490446,233628025.477707,391999363.0573248,289433121.0191083,301329299.3630573,309722929.9363057,446960509.5541401,437265605.0955414,418526751.5923567,60828025.47770701,76433121.01910828,117133757.9617834,129235668.7898089,129235668.7898089,105398726.1146497,140348407.6433121,197884713.3757962,321509554.1401274,358581528.6624204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547770.700636942,636942.6751592356,191996815.2866242,170065605.0955414,246349044.5859872,92694904.45859872,52959235.6687898,196015923.566879,173728662.4203822,252164968.1528662,117608917.1974522,60562420.3821656,1802829299.363057,1850215286.624204,2283423566.878981,2527220382.165605,2073554140.127388,1694626751.592357,1758426114.649682,2182952866.242038,2407503821.656051,1947448407.643312,43858598.72611465,24180891.71974522,21044585.98726115,139403821.656051,46340127.38853503,31468789.80891719,8670063.694267515,7933121.01910828,24117197.4522293,35729936.30573248,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,1,0,0,0
116,187,15,3.434782608695652,4,845097.6496815287,23,5,2.342105263157895,0,0.0,38,5095541.401273885,6369426.751592357,Действующая,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13537579.61783439,8698726.114649681,9789171.974522293,13545859.87261146,16419108.28025478,29567515.92356688,26867515.92356688,29142675.15923567,29563057.32484076,31715923.56687898,13375.79617834395,13375.79617834395,13375.79617834395,13375.79617834395,13375.79617834395,3091719.74522293,3847133.757961783,5552866.242038216,7315923.566878981,9728025.477707006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18544585.98726115,4458598.726114649,1544585.987261147,2960509.554140127,4360509.554140127,7931210.191082803,18561783.43949044,22045222.9299363,19286624.20382166,17627388.53503185,26475796.17834395,23020382.16560509,23589808.91719745,22247133.75796178,21987898.08917197,69794904.45859872,78615286.62420382,95982802.5477707,106430573.2484076,117436942.6751592,60439490.44585987,68401273.88535032,86191082.80254777,96659235.6687898,107418471.3375796,439490.4458598726,945859.8726114648,2134394.904458599,2251592.356687898,3017834.394904458,3144585.987261146,2983439.49044586,2742675.159235669,2829936.305732484,3529299.363057325,,,,,,,,,,,,,,,,,5.0,,,5.0,,,,3.0,,,,,,,,,,,,,13.0,0,0,0,0
117,189,8,2.472727272727273,2,467155.3057324841,55,8,3.5,11,2750321.159235668,32,6369426.751592357,6369426.751592357,Действующая,0.0,0.0,0.0,0.0,0.0,78343.94904458598,59872.61146496815,3284076.433121019,3006369.426751592,7949044.585987261,78343.94904458598,59872.61146496815,3284076.433121019,3006369.426751592,7949044.585987261,17009554.14012739,7978343.949044585,34595541.40127388,31564968.15286624,93571337.57961784,33857324.84076433,32009554.14012739,57880891.71974522,53288535.03184713,116965605.0955414,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,4278980.891719745,5359872.611464968,6906369.426751592,7053503.184713376,7178343.949044586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757961.78343949,2634394.904458599,5161146.496815287,0.0,1317197.452229299,7615923.566878981,19012101.91082802,21904458.59872611,29656687.89808917,25392356.68789809,42884713.37579618,27594904.45859873,90671337.57961784,29656687.89808917,26709554.14012739,50500636.94267516,46607006.36942675,112575159.2356688,346517197.4522293,582167515.9235668,513074522.2929936,642921019.1082802,753928662.4203821,325514649.6815286,553860509.5541401,475554777.0700637,602760509.5541401,691156050.9554139,2124203.821656051,1568152.866242038,2093630.573248408,1056687.898089172,1234394.904458599,3513375.796178344,1981528.662420382,2914649.681528662,4822292.993630573,6278343.949044586,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,5.0,0,0,0,0
