Наименование ДП,Факт. 1,Факт. 2,Факт. 3,Факт. 4,Факт. 5,Факт. 6,Факт. 7,Факт. 8,Факт. 9,Факт. 10,Факт. 11,Факт. 12,Факт. 13,Факт. 14,Факт. 15,Факт. 16,Факт. 17,Факт. 18,Факт. 19,Факт. 20,Факт. 21,Факт. 22,Факт. 23,Факт. 24,Факт. 25,Факт. 26,Факт. 27,Факт. 28,Факт. 29,Факт. 30,Факт. 31,Факт. 32,Факт. 33,Факт. 34,Факт. 35,Факт. 36,Факт. 37,Факт. 38,Факт. 39,Факт. 40,Факт. 41,Факт. 42,Факт. 43,Факт. 44,Факт. 45,Факт. 46,Факт. 47,Факт. 48,Факт. 49,Факт. 50,Факт. 51,Факт. 52,Факт. 53,Факт. 54,Факт. 55,Факт. 56,Факт. 57,Факт. 58,Факт. 59,Факт. 60,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Нематериальные активы, RUB","2017, Нематериальные активы, RUB","2018, Нематериальные активы, RUB","2019, Нематериальные активы, RUB","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Оборотные активы, RUB","2017, Оборотные активы, RUB","2018, Оборотные активы, RUB","2019, Оборотные активы, RUB","2016, Уставный капитал , RUB","2017, Уставный капитал , RUB","2018, Уставный капитал , RUB","2019, Уставный капитал , RUB","2016, Капитал и резервы, RUB","2017, Капитал и резервы, RUB","2018, Капитал и резервы, RUB","2019, Капитал и резервы, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2017, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2016, Выручка, RUB","2017, Выручка, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2016, Себестоимость продаж, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2017, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2016, Прибыль (убыток) от продажи, RUB","2017, Прибыль (убыток) от продажи, RUB","2018, Прибыль (убыток) от продажи, RUB","2019, Прибыль (убыток) от продажи, RUB"
90,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,6,1.755102040816326,2,1532141.197452229,49,0.0,0.0,0.0,0.0,2182165.605095541,1528025.477707007,945222.9299363056,743949.0445859872,3710191.082802548,2382802.5477707,1166242.03821656,3314649.681528662,107828025.477707,194199363.0573248,350059235.6687898,140282165.6050955,362438216.5605096,459782165.6050955,617070700.6369426,391250955.4140127,12738.85350318471,12738.85350318471,12738.85350318471,12738.85350318471,48997452.22929936,57167515.92356688,59033757.96178344,61710191.08280255,95541401.27388534,147507006.3694268,95541401.27388534,0.0,95904458.59872612,147731847.1337579,95593630.5732484,31847.13375796178,333757.9617834395,0.0,0.0,68595541.40127388,220912738.8535032,257000000.0,461349044.5859873,263997452.2292994,221246496.8152866,257264968.1528662,463609554.1401274,332822929.9363057,945078980.8917196,1071911464.968153,1265187898.089172,817045222.9299363,888459235.6687897,1009887261.146497,1223662420.382166,792447770.7006369,38675159.23566879,37493630.57324841,5282165.605095541,1305732.484076433,31724840.76433121,35992993.63057325,15157324.84076433,548407.6433121018
91,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,203,73.0,2,0.0254777070063694,3,10191.08280254777,7006.369426751592,3821.656050955414,0.0,12347133.75796178,16036942.67515924,17050955.41401274,18052866.24203822,12485987.2611465,16216560.50955414,17210191.08280255,18345859.87261146,13157324.84076433,14638853.50318471,12885350.31847134,10540127.38853503,62755414.01273885,61925477.70700637,55142675.15923566,61267515.92356688,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,43321019.10828026,52012101.91082802,55242675.15923566,55466878.98089172,0.0,0.0,0.0,0.0,1426114.649681529,2020382.165605096,2551592.356687898,3001273.885350318,19885350.31847134,4323566.878980892,3710191.082802548,10015923.56687898,10229936.30573248,19392993.63057325,10364968.15286624,10717197.4522293,30494267.51592357,24109554.14012739,14558598.72611465,21145222.9299363,206728662.4203822,208554140.1273885,189803184.7133757,182324840.7643312,170536942.6751592,179063694.2675159,163058598.7261146,159792993.6305732,11759235.66878981,10061783.43949044,6994904.458598725,4935668.789808917,14016560.50955414,11201910.82802548,8440127.388535032,4317834.394904458
92,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,10,20.0,5,1.863636363636364,0,0.0,22,0.0,0.0,0.0,0.0,533140764.3312102,563415286.6242038,573555414.0127388,525459235.6687898,589821656.0509554,619203821.6560509,632840764.3312101,598800636.9426751,240270700.6369427,396113375.7961784,343231210.1910828,316796178.343949,1298192993.630573,1255719108.280255,1579075796.178344,1344484713.375796,894132484.0764331,894132484.0764331,894132484.0764331,894132484.0764331,1305022929.936306,1143003821.656051,1171474522.292994,1342746496.815287,0.0,0.0,0.0,0.0,42030573.24840764,54546496.81528662,52019108.28025477,52524203.82165605,192993.6305732484,0.0,0.0,0.0,441566878.9808917,573645222.9299363,891098726.1146497,441717834.3949044,540961146.4968153,677372611.4649681,988422929.9363056,548014649.6815287,3806548407.643312,3741052866.242038,4143978343.949044,4236678343.949044,2761119108.280255,2791312738.853503,3039675796.178344,3119830573.248407,322614649.6815286,187473885.3503185,251728662.4203821,214889171.9745223,344450955.4140128,224482165.6050956,274522292.9936306,235942675.1592357
93,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,66242.03821656051,572611.4649681528,417197.4522292993,287898.0891719745,227388.5350318472,744585.9872611464,590445.8598726115,461783.4394904458,9722292.993630571,15159235.66878981,18409554.14012739,11536942.67515924,34196815.2866242,38628025.47770701,61596815.2866242,73903184.71337579,6369.426751592357,6369.426751592357,6369.426751592357,6369.426751592357,20708280.25477707,26606369.42675159,31555414.01273885,36241401.27388535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15923566.87898089,23566878.98089172,13715923.56687898,12766242.03821656,14708280.25477707,14556687.89808917,13715923.56687898,12766242.03821656,30631847.13375796,38123566.87898089,214177070.0636943,214222929.9363057,214392993.6305732,232897452.2292994,191557961.7834395,190419745.2229299,188403821.6560509,204268789.8089172,5500000.0,7580891.719745222,6398726.114649681,6156687.898089171,6022929.936305732,7317834.394904458,7754140.127388535,7682802.5477707
94,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,30.0,11,11.0,1,30762.10191082802,1,0.0,0.0,0.0,0.0,100659872.611465,110306369.4267516,122607643.3121019,152064331.2101911,136598089.1719745,145386624.2038217,155503184.7133758,183198726.1146497,132722929.9363057,161033757.9617834,194888535.0318471,315633757.9617834,497738853.5031847,609198089.1719745,586981528.6624204,651128662.4203821,2864968.152866242,2864968.152866242,2864968.152866242,2864968.152866242,47933121.01910828,83901273.88535032,121645222.9299363,188733757.9617834,0.0,0.0,0.0,0.0,5107643.312101911,5416560.50955414,6132484.076433121,8080891.719745222,0.0,0.0,0.0,0.0,555201910.8280255,634334394.9044585,588761783.4394904,610900636.9426751,581296178.3439491,665266878.9808917,614707006.3694267,637512738.8535031,1811463694.267516,2011247770.700637,1667831847.133758,1932391082.802548,1681108280.254777,1874018471.337579,1534515923.566879,1807428662.420382,5877070.063694268,4925477.707006369,4765605.095541401,5139490.445859873,24692356.68789809,16517834.39490446,26391719.74522293,21132484.07643312
95,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,25,6.988888888888889,35,13864390.98089172,90,0.0,0.0,0.0,0.0,29945222.9299363,29626751.59235669,31165605.0955414,21784076.43312101,29945222.9299363,29626751.59235669,31165605.0955414,21784076.43312101,20363694.26751592,18234394.9044586,21798726.11464968,28079617.83439491,68657961.78343949,65163694.26751592,64189808.91719745,70784076.43312101,63694.26751592357,63694.26751592357,63694.26751592357,63694.26751592357,23264968.15286624,22059235.66878981,22458598.72611465,22847770.70063695,60509554.14012738,57324840.76433121,57324840.76433121,51592356.68789808,60509554.14012738,57324840.76433121,57324840.76433121,51592356.68789808,1394904.458598726,775159.2356687898,1525477.707006369,742038.2165605095,13433757.96178344,14631210.1910828,14046496.81528662,17385987.2611465,14828662.42038216,15406369.42675159,15571974.52229299,18128025.47770701,183314012.7388535,195852229.299363,228343312.1019108,249984076.433121,149636942.6751592,167212738.8535032,194223566.8789809,215408917.1974522,636942.6751592356,-1115286.624203822,509554.1401273885,771974.5222929936,5076433.121019108,7017197.452229299,10319108.28025478,9961146.496815288
96,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,11,6.611111111111111,12,18015833.9299363,18,0.0,0.0,0.0,0.0,23389171.97452229,26968152.86624204,22143949.04458599,25207006.36942675,24247770.70063695,26968152.86624204,22143949.04458599,25219745.22292994,45401910.82802548,15939490.44585987,31149044.58598726,22731210.1910828,100046496.8152866,63581528.66242038,75952229.29936305,68344585.98726115,6369.426751592357,9554.140127388537,9554.140127388537,9554.140127388537,34296815.2866242,35468152.86624204,40327388.53503185,42925477.70700637,0.0,6336942.675159236,1882165.605095541,0.0,1979617.834394904,6336942.675159236,1882165.605095541,180891.7197452229,35073885.35031847,12881528.66242038,18113375.79617834,0.0,52943949.04458599,32819108.28025478,37185987.26114649,50457961.78343949,88017834.39490445,48744585.98726115,55886624.20382165,50457961.78343949,385732484.0764331,103385350.3184713,202953503.1847134,126626114.6496815,354610828.0254777,95283439.49044584,191031847.1337579,112945859.8726115,3235668.789808917,1517197.452229299,6080891.719745223,3305732.484076433,9717197.4522293,736942.6751592356,6682165.605095541,6529936.305732484
97,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,10.0,17,15.5,2,2640048.52866242,2,175206369.4267516,231800000.0,340606369.4267516,361087261.1464968,23294612101.91083,28175707643.3121,39283309554.14013,43301365605.09554,24561052229.29936,29174787898.08917,40477284713.37579,44768801910.82803,8222372611.464968,11827692993.63057,5462336305.732484,34244653503.18471,20209796815.28662,19372031210.19108,18066725477.707,135052728025.4777,2547770.700636942,2547770.700636942,2547770.700636942,2547770.700636942,35508312101.91083,37490754777.07006,49226851592.35669,343859872.611465,0.0,0.0,0.0,0.0,2296354140.127388,1895415923.566879,2411861146.496815,9631648407.643312,0.0,0.0,0.0,38471337579.61784,6159240127.388535,8303213375.796178,6176020382.165605,129870127388.535,6966182802.547771,9160648407.643312,6905297452.2293,169846021656.0509,27872017197.45223,32283637579.61783,36738861146.49681,134195259872.6115,21635117834.39491,26047613375.79618,27928305732.48408,128314487898.0892,4250118471.337579,2670350955.414012,5513599363.057324,-6969161146.496815,3561503821.656051,3222616560.509554,5350620382.165605,2203007643.312102
98,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,180647133.7579617,228174522.2929936,236556687.8980892,219228025.477707,189181528.6624204,228271974.522293,236654140.1273885,219228025.477707,138987898.089172,173927388.5350319,130647770.7006369,155689808.9171974,657649044.5859872,609136305.7324841,591033757.9617834,592824203.821656,15445859.87261146,15445859.87261146,15445859.87261146,15445859.87261146,736652229.299363,756662420.3821656,783324203.821656,752196178.343949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109861146.4968153,80745859.87261146,44363694.26751592,59856050.95541401,110178343.9490446,80745859.87261146,44363694.26751592,59856050.95541401,1072075796.178344,937655414.0127388,946609554.1401272,945782165.6050956,889770700.6369426,792316560.5095541,813785987.2611464,781275796.1783439,50826751.59235669,49733121.01910828,49452229.29936305,18420382.16560509,95114012.7388535,24142038.21656051,25408917.19745223,44787898.08917198
99,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,50,Х,Х,10,Х,Х,Х,Х,10,10,Х,Х,Х,Х,Х,80.0,0,0.0,0,0.0,0,3184.713375796178,636.9426751592356,0.0,0.0,41912738.85350318,34122292.99363057,30616560.50955414,31081528.66242038,42228025.47770701,34462420.3821656,30913375.79617834,31393630.57324841,25600636.94267516,105921656.0509554,62602547.77070063,71835031.84713376,116905732.4840764,155848407.6433121,133091082.8025478,117806369.4267516,3184713.375796178,3184713.375796178,3184713.375796178,3184713.375796178,15573248.40764331,16088535.03184713,16666878.98089172,18312738.85350318,33356687.89808917,37636942.67515923,52012101.91082802,38717197.4522293,34697452.22929936,37640127.38853503,53247133.75796178,38717197.4522293,18582802.5477707,16057961.78343949,10265605.0955414,29107006.36942675,90031210.1910828,119638216.5605096,83824840.7643312,63063057.32484076,108863057.3248408,136582165.6050955,94090445.8598726,92170063.69426753,138310191.0828025,258113375.7961784,245416560.5095541,307521656.0509554,131815286.6242038,251898726.1146497,239205095.5414013,287549044.5859873,936305.7324840764,412101.9108280255,760509.5541401274,2057324.840764331,5940764.33121019,5939490.445859873,380254.7770700637,15240127.38853503
100,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,25974522.29299363,22276433.1210191,19059235.66878981,17477707.00636943,25974522.29299363,22276433.1210191,19059235.66878981,17477707.00636943,7191082.802547771,15968789.8089172,15098089.17197452,22510828.02547771,133429936.3057325,165455414.0127389,158216560.5095541,196147770.7006369,440127.3885350318,440127.3885350318,440127.3885350318,440127.3885350318,74041401.27388535,108608280.2547771,118473248.4076433,123187261.1464968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68794904.45859872,62315286.62420382,36878980.89171974,70063694.26751593,16568152.86624204,16808280.25477707,21923566.87898089,20374522.29299363,85363057.32484075,79123566.87898089,58802547.77070063,90438216.56050956,337278343.9490446,437753503.1847134,541603184.7133758,556468789.8089172,289301273.8853503,370914012.7388535,453631847.133758,466519108.2802548,18408280.25477707,36232484.07643312,12268152.86624204,9210191.082802547,7853503.184713376,3346496.815286624,18760509.55414013,9510191.082802547
101,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,20.0,56,20.83582089552239,48,25170509.03821656,67,0.0,0.0,0.0,0.0,4128662.420382165,6619108.280254777,7358598.726114649,7412738.853503184,4135668.789808917,6626114.649681528,7807643.312101911,7933757.961783439,301646496.8152866,34270063.69426751,44515923.56687898,77395541.40127388,421860509.5541401,120180254.7770701,145721656.0509554,272821656.0509554,22929.93630573248,22929.93630573248,22929.93630573248,22929.93630573248,10015286.62420382,12025477.70700637,10140127.38853503,13538216.56050955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25477.70700636942,0.0,63522292.99363057,415980254.7770701,114755414.0127388,141191719.7452229,201814012.7388535,415980254.7770701,114780891.7197452,143389171.9745223,267217197.4522293,852553503.1847134,692153503.1847134,550915923.5668789,545478343.9490446,845566242.0382165,683876433.1210191,541969426.7515923,537353503.1847134,11340764.33121019,10203821.65605096,8669426.751592357,4400000.0,6987261.146496815,8277070.063694268,8946496.815286623,8124840.764331209
102,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,87307643.3121019,83959235.6687898,89407643.3121019,133210828.0254777,89795541.40127388,89171974.52229299,96224203.82165603,135056050.955414,435231847.133758,688413375.7961783,551113375.7961783,440254777.0700637,2005236942.675159,1700154777.070064,2004761146.496815,1711168789.808917,19159235.66878981,19159235.66878981,19159235.66878981,19159235.66878981,286931210.1910828,395016560.5095541,404217197.4522293,484535031.8471338,0.0,0.0,0.0,0.0,5608280.25477707,4685350.318471338,6459235.668789809,7112738.853503184,0.0,0.0,0.0,0.0,1802492993.630573,1389624840.764331,1690308917.197452,1354577070.063694,1802492993.630573,1389624840.764331,1690308917.197452,1354577070.063694,2029987261.146497,2705952229.299363,2085428662.420382,2456955414.012739,1917056050.955414,2540610828.025477,2029373885.350318,2254936305.732484,79196815.28662421,135948407.6433121,17832484.07643312,100836305.7324841,73378343.94904459,116977707.0063694,18048407.6433121,159933121.0191083
103,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,10,10,60.0,42,23.12121212121212,32,132788333.5859872,33,11226114.64968153,9255414.012738854,21599363.05732484,59361146.49681529,1572702547.770701,1593859872.611465,1661089808.917198,1726300000.0,2947984713.375796,2844001273.88535,3678024203.821656,3534645859.872612,6407312738.853503,6570882165.605095,5697059872.611465,9753332484.076431,8422310828.025477,9776217197.452229,10253013375.79618,14167580891.71974,259872611.4649681,259872611.4649681,259872611.4649681,259872611.4649681,931378980.8917196,689549681.5286624,1049291082.802548,838277707.0063694,0.0,0.0,0.0,0.0,6878343.949044586,69849044.58598725,36602547.77070063,62000000.0,4131586624.203822,3580710828.025477,3575691719.745223,3905238853.503185,5808815286.624204,7845212101.910828,8843059872.611465,12123987898.08917,10432038216.56051,11860819745.22293,12845143949.04459,16801949044.58599,5259808917.197452,5892033757.961783,6522298089.171974,8483122929.936305,4675719108.280254,4978239490.44586,5108115923.566878,7573252229.299363,-910868152.866242,-87207643.3121019,347961783.4394904,-137282802.5477707,34540127.38853503,316730573.2484076,667775159.2356688,205307006.3694268
104,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10.0,16,6.75,6,3787473.248407643,8,14012.73885350318,11464.96815286624,14012.73885350318,10828.02547770701,140954140.1273885,210829936.3057325,404757961.7834395,566485350.3184713,264372611.4649681,433832484.0764331,567958598.7261146,727353503.1847134,134784076.433121,170966242.0382166,67156687.89808917,88010828.0254777,568487261.1464968,530515923.566879,473552229.299363,459745859.8726115,640127.3885350318,640127.3885350318,640127.3885350318,640127.3885350318,508515923.566879,594852866.2420382,704685987.2611464,756232484.0764331,0.0,0.0,0.0,0.0,9956050.955414012,9971337.579617834,21157961.78343949,24249044.58598726,148402547.7707006,183260509.5541401,133983439.4904458,308757961.7834395,161672611.4649681,171591082.8025478,173233121.0191083,89463694.26751591,314387898.0891719,359524203.821656,315666878.9808917,406617834.3949044,1030229299.363057,1440187898.089172,1785503821.656051,1663326114.649682,869527388.5350318,1209985987.261146,1467322292.99363,1449164968.152866,62596815.2866242,109468789.8089172,142974522.2929936,68279617.8343949,43005732.48407643,130466242.0382166,194926114.6496815,91077707.00636944
105,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,227065605.0955414,224742038.2165605,223687898.089172,219287898.089172,243992356.6878981,253017834.3949044,267945222.9299363,240397452.2292994,97407643.3121019,74669426.75159235,17693630.57324841,21778980.89171974,589404458.598726,670507643.3121018,431550318.4713376,162340764.3312102,303458598.7261146,303458598.7261146,303458598.7261146,303458598.7261146,191421019.1082802,90001273.88535032,34301910.82802548,49954140.12738853,0.0,0.0,95477070.06369428,0.0,5926114.649681528,3796178.343949045,98729936.30573247,3566878.980891719,109544585.9872612,118355414.0127388,25984713.37579618,0.0,524949044.5859873,702643312.1019108,532746496.8152866,309238216.5605096,636049681.5286624,829728025.477707,566463694.2675159,349217834.3949044,95577707.00636944,290991082.8025477,749296178.343949,1000600636.942675,101693630.5732484,339645222.9299363,679222292.9936305,878064968.1528662,-32821019.10828025,-112545222.9299363,-21677707.00636943,58559235.66878981,-7631847.133757962,-51114649.68152866,67219108.28025478,121996815.2866242
106,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,0.0,21,11.0,1,627138.1656050956,2,0.0,0.0,0.0,0.0,0.0,0.0,958598.7261146496,668152.8662420382,0.0,0.0,971974.5222929936,765605.0955414013,0.0,0.0,5169426.751592357,4738853.503184713,0.0,0.0,10328662.42038216,6194267.515923566,0.0,0.0,978343.949044586,978343.949044586,0.0,0.0,5610828.025477706,3999363.057324841,0.0,0.0,0.0,0.0,0.0,0.0,440127.3885350318,440127.3885350318,0.0,0.0,0.0,0.0,0.0,0.0,5249681.52866242,2521019.108280255,0.0,0.0,5249681.52866242,2521019.108280255,0.0,0.0,44129299.36305732,23636305.73248408,0.0,0.0,43567515.92356688,24451592.3566879,0.0,0.0,353503.1847133757,-1695541.401273885,0.0,0.0,561783.4394904459,-815286.6242038216
107,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,30,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,Х,10,Х,Х,Х,Х,Н/Д,Х,Х,Х,Х,Х,Х,40.0,4,1.470588235294118,0,0.0,17,456687.898089172,329299.3630573248,201910.8280254777,74522.29299363057,749044.5859872611,1266878.98089172,5041401.27388535,9940764.33121019,4232484.076433121,3698089.171974522,7512101.910828025,10790445.85987261,187914649.6815286,129580891.7197452,613275159.2356688,475125477.7070064,415129299.3630573,620825477.7070063,825963057.3248408,794287261.1464968,955414.0127388536,955414.0127388536,955414.0127388536,955414.0127388536,82726114.64968152,107172611.4649681,269068152.8662421,364894904.4585987,0.0,0.0,0.0,0.0,41401.27388535032,21656.05095541401,45222.92993630573,39490.44585987261,0.0,0.0,0.0,0.0,336594267.5159236,517329299.3630573,563526751.5923567,438139490.4458599,336594267.5159236,517329299.3630573,564361783.4394904,440143312.1019108,1176961146.496815,1640891719.745223,1505436942.675159,1659366242.038217,1031631210.191083,1235996815.286624,1080478980.89172,1234606369.426752,44854777.0700637,107857324.8407643,212680891.7197452,123505095.5414013,49644585.98726115,113683439.4904458,248150318.4713376,144337579.6178344
